PLCXD1	1458.60503927159	659.26121272692	3256.33781533054	1402.76060380089	1761.82334890617	1025.18226324529	1384.98424169086	1213.14001404803	728.147009075125	1008.96824403995	1229.0492006586	1027.00727808408	674.699922591031	1384.18578720748	1892.06162837674	1099.4352078657	1245.59010630852	1585.94399537317	2482.94385406979	764.120792114176	1126.60039997461	1844.16653963093	1147.88225554835	1714.71142330319	1179.64079889661	1962.38182802412	1467.5679033146	947.525192159524	713.936413017549	496.600298254408	1536.60527193764	998.59666006785	1250.08485204918	1856.83074408455	1605.59345046754	1308.25716440247	1018.11716986789	1914.92189142741	1116.63073436953	1135.52760746915	1015.66597322483	1412.0818165748	879.244042538372	2489.65866458952	1167.09234917424	974.139813690429	678.491850005602	1556.02026531883	8169.4765587344	1085.72389217709	682.460021929096	927.470031785232	1007.31427423757	619.414808549704	1220.31116163722	1280.55528898376	1597.45176203885	461.858090056877	643.245739677356	1574.53017398647	1512.81138378125	1474.69906637107	2060.9208458268	2317.11649222241	1115.66251441271	1710.29630954165	1834.41867960361	1096.83838098163	1173.3576188285	849.706991495962	2660.63799963992	1111.86018696315	1602.42549409614	849.585342328309	568.770028935229	834.747981385572	2172.04460778412	1175.0557547401	785.616114433935	1839.67798418787	1156.03872775177	888.567473038959	978.902267848427	967.545119440058	673.376703219507	1233.56775344577	1142.75380760245	986.959055863187	871.929953847584	491.391137440287	1422.47889107841	1605.62950237269	1201.94265720696	1225.75938468943	725.444734667064	1516.17424041933	658.349085604038	1600.88269558237	998.586110115528	641.06319058898	1439.05666406925	817.333051873978	1208.80769069241	1423.63070628868	1566.8298945069	276322
GTPBP6	2025.40109208875	1578.4762820205	1888.57797306566	2650.16150182217	2556.58890268958	1915.64073922543	2799.78699075584	3659.45598161735	2512.551676742	1531.84831291814	3090.71116829523	2005.28692756826	1977.67943641392	2892.28300218042	2171.50605813652	2204.81443659821	3467.50555914998	2677.32946256652	2581.95755547736	2139.06922246529	2035.85393256484	2655.36236013974	2676.87726596257	3053.14474250816	2176.5531674028	3019.98042101679	5159.7718980694	2756.03042547437	2626.98796161007	1906.07536722552	2253.85154070807	2520.83030605161	3022.60498412643	2555.94844279961	2166.34185450296	2402.88646817838	2850.46905996192	3474.51319613084	2344.59742007332	2067.55474178261	3293.86287225293	3194.52146846686	1539.93749700486	2402.96118156324	2135.68679908597	2130.39861298796	1948.81620044668	2744.47992354571	2239.83047805529	1997.14945120452	1537.782150547	2294.660879334	1790.46427892129	2076.65532310372	1610.66384689048	2677.65134846985	2120.04735376491	2322.1470006898	1781.3688139621	4290.6155699285	3090.14907800298	3598.99781165645	3075.7385293532	3209.08320202513	2136.29187497673	3569.63796151232	2798.90805886074	1812.26279576003	1370.29535328904	2588.79998095754	2747.36958088046	2375.23769836462	3606.42651298588	1375.80613841097	1696.0874329395	2171.84104448122	3195.53760478636	2199.93242911126	2065.9503243876	2758.3093494743	2206.50400918556	2047.42941634315	2521.8898017051	2598.76068913896	1522.8130327287	2400.443696825	2620.37674914362	2260.83075415079	3034.86323838658	2057.07254624539	1836.55589491817	2776.42778366119	2943.31612033684	2153.73621541044	1777.34680328042	1674.19073971422	1813.22564559507	3079.74867370459	2679.5513714264	1491.10663189673	2258.20107643904	2461.00377886497	2789.1048699053	3069.11297530033	1672.70284209051	304529
PPP2R3B	660.418490035077	386.06959777621	557.729810181644	812.454398674755	1005.46213830027	573.693145546173	1191.01487215447	791.463516193868	906.748692736817	528.431602736061	878.561804203993	917.04469104642	715.653209750885	908.330966724526	1045.59297027827	609.297624948904	959.221894254009	1247.92936058008	825.386929929503	757.141253477812	864.932697501674	701.765124788419	915.97967922182	917.674301877163	827.799989355662	742.281350583802	678.146304699273	796.007575342852	562.814625231165	564.378911087204	925.492436648077	860.688528099051	835.187175464451	909.039705541736	991.64185349228	844.603374634067	736.391004768867	637.34799257963	1044.37168570924	841.537581308496	776.608087887661	967.507464914414	553.753722426558	837.969685964233	457.19992891246	659.516536734763	642.992058203096	470.300320218721	770.740818928453	702.24930364613	539.394745696165	952.134083350573	587.579266454197	642.998753664386	505.878591171601	754.639600938959	757.987871196314	451.53317102272	656.686486949864	1042.17521263288	994.02372275205	979.685682563345	733.50537021085	844.982451949799	611.002598394374	1279.9925082176	788.062261005883	774.243339913695	440.918932024607	853.318016005896	834.387772929713	634.525842306699	738.872473824272	553.141282980377	533.280775574951	782.770820829093	868.117307196757	861.949637572882	686.514818899147	1003.66824991215	784.61036912689	711.991202981865	640.516317531801	915.221927560021	550.580487822612	944.193801902628	611.201203316503	964.378644791199	1012.39692429756	652.285109044755	442.973493477163	970.468814708394	724.821836164409	666.491221093979	532.016342406171	606.666746273717	764.485757769937	815.581268751988	665.749982255719	433.896748592169	773.119725871171	751.720411551574	748.681598307398	820.832276700785	634.135160106386	333963
CSF2RA	373.216383360306	442.029437986446	397.268015963504	244.240935000087	399.434550039495	491.613411860089	556.009759017109	453.325147627988	464.32999553308	524.318465390171	455.394545111339	459.335503752674	360.546648591289	318.843650570702	531.40465935666	360.394660312963	431.787279113701	493.960719931113	529.401619730338	405.736930445259	382.37698214474	306.724887372133	433.109737939589	512.776638054389	365.192018532265	283.646025877478	459.578515105152	499.163342277336	333.387753813671	394.177989447311	318.239340940192	587.536811279313	337.817087020989	534.197093882535	374.473295600358	341.588620820698	406.739653814352	486.736735384605	189.965336372945	446.322577794837	281.964227062462	594.439653391842	521.591435225618	289.130696475721	285.206976635258	524.202344082799	379.643367142896	494.737441977827	403.945741430134	288.914080003349	439.123552148506	309.631238828863	365.41711284068	192.479767782647	421.525341869143	297.068617430833	452.333141344306	462.486354920652	520.261656873406	562.620562744972	709.775913454144	553.592144390621	502.290777782289	392.919930814624	453.822936585551	281.898342162754	222.886363329454	479.978192155681	486.93595336612	301.067945330855	392.367831406251	362.715397285441	273.121614512523	248.314990267339	360.430651409631	358.057622694119	506.082763576707	580.459594914136	460.737893965935	440.790149306235	367.683551537207	399.113801609831	457.188525572313	429.156077921573	353.186125819943	412.082848930883	450.735465535218	368.518230960911	447.727753651863	374.712705958182	391.851733403625	415.263866475096	526.942127646134	430.792364350611	450.741824806273	338.010699733875	420.100317693959	298.798991034739	386.308173895703	466.087459992576	369.953075588343	575.942129317979	365.711699295821	284.486915700355	443.415191307504	1268800
IL3RA	540.275951034446	517.121701256313	486.389303777485	618.598008737639	427.436180771682	479.210875382736	719.380111726763	584.535166230024	684.969929693826	621.519933713612	482.071391084365	751.485909034188	452.725874587481	748.920414130186	520.260580373165	529.708432987942	457.08158833424	561.821178728918	544.33888124782	446.108604790187	631.273793823353	612.680542640086	601.10239991692	550.062437208456	508.959020466171	549.178121214061	943.219282224313	405.701823547881	556.472666024428	588.482743703702	612.540546916324	528.854930147424	467.621931669339	477.429414285632	519.450031599217	475.212444015409	520.897592511347	583.497606005484	417.215828619861	568.275720649997	622.160934448331	657.217243033472	586.370129232952	488.211726941671	511.638451201345	717.79509906197	674.917437823059	583.945465090151	420.859934873802	546.400435498291	643.704011633176	420.743200058606	439.279448095883	395.493386252396	475.52963135999	465.823965593561	569.695960667124	620.86998652747	459.118919142817	692.571169783821	737.928984631959	700.248635527083	545.232677744186	609.095430051386	600.390287939575	444.636960308056	805.725042791663	558.042006724361	664.869320664306	725.088184519199	458.118832353262	517.399302668314	443.57771535181	404.047268877749	543.590914247218	471.857796474352	502.248532097281	466.688336462212	397.532159433637	650.592874010931	400.575492683108	473.067266800512	776.283850983657	484.216638786372	470.085787948959	533.711516106015	857.28793005376	675.579048596789	771.971835359216	412.772945205152	477.724422788215	463.572645685254	650.390264082371	637.864087299121	516.342909634787	510.848219906073	682.547079914027	533.38643101684	567.617286340215	494.351700600508	625.961666972148	444.113940055703	464.139141648412	631.704678492525	527.016822622388	1336616
SLC25A6	24271.2170829101	25109.5473736765	24560.9250982895	23943.9932086303	25445.1578092908	24019.8358489903	26432.6201005371	33959.0643233756	24990.27577205	16198.8562803858	27765.3202725304	13649.1538493467	27534.1084775895	23772.2991108392	25261.4066398459	24836.4380760845	25590.9946347977	24527.0249110471	30773.8201200033	23777.7088247764	32778.2722837811	17855.7957873202	21492.4703104587	34790.231727107	18563.0755284089	37763.9593005586	25693.3703118433	16690.0240936182	24089.7922451723	18622.185216678	26139.4051922546	24970.2191238112	28001.9534032011	23817.7387674287	22762.4684053636	29225.556063642	26408.1334955628	27334.1606135741	28296.6162206806	24954.8049328514	22779.5112354302	17162.9862885178	28542.8349921154	24196.5545457058	20553.1172258899	21820.606508474	15235.7119293603	14982.4728985094	26527.6384238352	22003.4967708254	13100.1692711956	28232.9078099021	19444.1748884612	22818.7482308864	14166.0476370399	22417.8429532224	22793.2968159985	15171.4385933585	22278.5296356561	48112.3115333495	27328.285305704	20291.9761023421	31603.5662436856	31548.5377372308	29360.4440557501	37542.5484938998	15732.8776407521	16064.2214853167	12759.3947813591	23089.5350401023	34765.1887533696	27046.6189345701	70406.3702541989	12169.5926315693	17916.9735644833	29804.8441315652	27402.3296546597	28266.9969758003	20626.3575649822	18338.8478752639	25927.3383011821	29133.2836368052	22255.2101829811	19805.6524736935	18407.0576157087	28080.250345663	18910.3215599561	18436.7473007135	27462.8933502011	19351.9809518492	19963.3041709079	17760.8039218972	27057.2345898049	33403.8858335602	19592.2979943134	18879.4724132763	17103.4192831305	34179.7102533138	26743.3900160479	14622.4797532869	23626.0433780035	19834.1747410884	38669.444182893	49424.790253786	21374.6616716573	1386152
ASMTL	1276.76960109576	1028.74247350381	1342.0880635345	1988.06054723623	2041.7727505936	1676.48650485362	2419.32353382898	2465.5011007748	1865.34175854492	822.527764647292	1583.67902704338	1522.19800151617	1710.08145772758	1953.20572572408	1709.08267881993	1550.9121917264	1626.79157524867	1866.29427938445	2293.11998862629	1407.23187420269	2459.9478414249	1708.60494364144	1454.49246283851	2160.94514963311	792.348188200173	2445.45700903562	1612.11759049713	1662.5648044501	1281.72534826337	1675.89547344426	1466.4038018931	2015.78633836614	1828.84495992732	1738.88579070404	2115.28855974653	1681.99847833155	1861.66048964538	3593.93860560064	2396.60060820099	1144.00888367536	1817.76686631679	2212.5762751576	1678.233010761	1914.48075100201	1591.46929981512	1073.97523607233	1190.33871900407	1645.67131348695	1695.63591364071	1040.67493065218	1267.12287656351	1431.3803992892	1109.36358932774	825.758923668679	886.890071397535	1178.52978991564	1353.4513984475	1678.73353070833	1030.5100527634	1903.41059664358	2331.75492641489	1198.6173668009	2896.6404168058	2461.31429075731	1841.21406593532	2114.00302848677	1721.25341029997	1624.97520794853	1942.40635255089	1301.21289750606	2148.54548354382	1193.29711157741	1988.29920834089	1192.0167408971	1653.03481719082	1212.0068876201	1521.2719026333	1662.73265389863	1099.92713803483	2003.10474676405	1281.26516137211	1195.37778232794	2026.66430849326	1312.33258781636	1089.31313857719	874.067453196041	1765.81805489199	1085.1046488225	1685.77509660085	1362.98487034465	1427.24871797346	1700.59474606349	1636.30873858754	1729.81873730521	1973.06351209412	1137.61653487384	2089.94520311975	1064.38832172232	1954.8820519053	1008.22388882097	1690.72073842142	1420.61668775085	1672.59592968595	2869.85946270479	1278.89074522284	1403139
P2RY8	479.04412281742	375.461770677055	267.560454035523	563.298348841216	478.896399562389	349.28674258545	555.16871256992	365.032457771766	945.320863844431	332.785231120358	373.581151328332	389.152276562709	358.963488974677	342.224795200076	690.769540649158	366.843686491932	527.762548889219	451.756754986042	370.114054524172	481.337684130283	417.764618201153	367.046562187686	269.164636872969	360.026256972879	342.416577806797	436.976749167573	427.063937483524	429.774480318651	453.670361663848	459.920243647766	420.95693240055	420.961712734138	508.230836774613	395.035889407277	316.961352345636	376.275344486188	377.499022619766	596.26667971315	372.586687149878	372.444165913779	448.570841094061	420.324369844356	428.455076540674	448.573841137993	310.729256148096	404.996250816411	342.9885109009	672.389989695283	404.992722229443	277.996215265402	387.907277629121	449.179674845772	566.95958660358	385.820201961143	417.025285185212	338.648201259567	375.451543589908	369.838269797177	363.175288430731	448.975088373082	459.229968130874	452.219394063242	367.626593763089	408.451225191899	453.565167764154	445.208103168436	399.229898011706	391.812281674017	404.52017670731	372.966035277877	231.547469620375	365.129076148768	290.162351147987	392.57970649558	281.414402360331	298.40023260082	534.812389167569	322.905346523582	439.919226376501	326.155598004421	318.610745972024	341.388743737688	347.61898678082	379.09137442236	409.694900578867	503.040854743464	545.850136836325	630.145555325022	267.918054439763	393.444898658669	407.799562945948	349.788986910019	502.221475393532	494.723514487403	458.317811678424	460.029702055771	596.646150950919	279.586734473918	357.837719709113	377.861872626287	252.161420652103	503.784316301987	231.196318664034	346.044838999204	407.119190325506	1462572
AKAP17A	2413.75872276247	2043.30530562656	2448.44824361689	2288.78137349265	2514.81616573547	2761.82451283701	3783.45266735665	3597.8141957484	2344.15511514105	2079.31081240969	3104.49679173035	3414.92762294226	3095.24825210482	2306.02869605515	2698.99029638618	2255.65697311547	3254.07774015624	3151.97691992078	4104.92560486168	3380.63106524432	2378.11013202337	2865.69054607341	3693.34008038341	4912.89266199618	2919.48367510598	3813.35715298099	3150.9363756575	2949.0747410685	2127.29372231717	2889.36295763818	3100.6725419452	3182.00314420114	3303.96072564933	3097.50481463935	3170.45632421799	2763.73616144518	2446.25691463782	2043.09252010211	2953.4437932622	4259.05746494855	3585.89238526593	2418.76521465122	2037.57969097181	2470.50398466791	2080.40970223236	2521.5492659657	2541.53351177627	3116.01012710083	2435.81722899385	2154.16267735784	1954.72237497612	2639.75862060631	2480.41929935264	2737.95184338517	1664.96650225499	3317.08675517528	3417.60360491722	2020.9394680306	2377.92141240724	3855.8241449934	2428.27252022153	2599.07852931324	3793.9027082527	3322.82504084595	2843.42130762659	3407.40817736229	3468.59774700842	2492.81930203843	2098.91332980708	3593.8549200259	3238.79012100224	3272.74889284599	4088.16167119182	1527.90581856205	2091.13957527797	2416.39342597695	3047.47122097328	2798.78173465252	2480.32973343764	2885.75151761867	2927.11470924316	2993.3039011334	3643.84347233591	2516.09783075286	2271.70422981373	3197.58878002162	2810.46784329727	2758.7174565398	3894.17098461504	2291.02300608679	1930.13505029954	2131.75420699562	1943.41927926502	2761.5804102835	2175.33154253459	2980.97824005632	3416.52849217426	3604.27306249277	2193.20743017636	1697.56957791544	2730.14832721141	2212.8982758294	2522.78078521961	4614.9456282218	2324.80983071417	1591593
DHRSX	2507.56740187684	1982.38060319791	2531.62852949369	1296.86850402623	3745.12458564351	2096.96397728136	2841.78099995486	2489.89582331726	2421.90494659478	1604.09020088926	2687.70195228338	2533.75890519704	2016.47782466466	1508.17025042396	1750.32087654241	2534.54212519853	2596.74587338754	2836.13603227987	2994.78403888955	2914.61890158902	2422.43770149369	1856.96489492472	3703.56163349723	3061.15828477303	1993.873120256	2388.96372415056	2007.35344217639	2249.03894475438	1914.92667640151	2717.51938758301	2262.43717866888	2139.48531572099	2200.40172995608	2176.5136784653	3292.92135778023	1738.40788886078	2877.44779381018	2222.49262520564	1647.85281450455	2565.98285911173	2480.03242672945	1939.51881961817	2010.84639732461	1592.05057411592	2029.44337205142	2634.99452166987	2240.39649385018	2712.48770318779	1660.15262045378	1916.61998491171	1668.66517481419	2696.30193941399	1476.70151698958	2184.5280468295	1675.64731261623	2166.70014355536	2664.74611610645	2279.63780596994	2005.33396363386	2518.77220859951	1556.14160984172	1052.08588783985	2680.1450718666	1710.65095627843	1877.73177931236	3122.47797748133	1231.12748467356	1831.77351149664	1523.27128749308	2182.37233427402	2621.29461894423	1976.88835270243	2740.56736254759	1119.37386464402	1664.19914352629	1338.0065621477	1833.01297668552	1769.98713216675	1758.00152110996	1933.2343511404	2695.08559726867	1888.44012452849	2638.05972658124	2008.71484417987	1475.56992309128	2404.01218387409	1691.06725601792	2054.18526354216	2335.46322538984	1733.97826507982	2259.08015301906	1933.72282689962	2772.53545446141	2228.59598673859	1323.88949709221	1693.15587833527	2703.93644496646	2240.4758170152	3085.45865441611	1213.27908617427	1994.53977841823	1495.25295293587	2361.82675881648	3251.69114520646	1651.91813102271	2219516
